tag_pairs,count
"['cs.AR', 'cs.ET']",84
"['astro-ph.SR', 'cs.LG']",32
"['cs.CE', 'math.DS']",17
"['cs.AI', 'cs.ET']",68
"['math.LO', 'math.RA']",9
"['cs.ET', 'physics.soc-ph']",2
"['astro-ph.IM', 'hep-ph']",2
"['cs.GT', 'cs.HC']",13
"['cs.FL', 'math.QA']",2
"['cs.CY', 'cs.SC']",3
"['eess.SY', 'math.FA']",1
"['cs.DL', 'stat.ME']",1
"['eess.SY', 'nlin.PS']",1
"['astro-ph.GA', 'physics.comp-ph']",1
"['cs.CV', 'math.GT']",3
"['econ.TH', 'math.AT']",1
"['math.CO', 'nlin.CG']",1
"['cs.CY', 'cs.OS']",2
"['cs.CC', 'math.OC']",50
"['cs.HC', 'quant-ph']",8
"['physics.app-ph', 'physics.comp-ph']",9
"['cs.DC', 'math.CO']",19
"['math.AG', 'math.AT']",3
"['math.ST', 'q-fin.CP']",1
"['cs.AR', 'physics.optics']",6
"['cs.AR', 'cs.CC']",1
"['cs.RO', 'cs.SC']",7
"['cs.CE', 'cs.CV']",33
"['cs.SE', 'physics.plasm-ph']",1
"['nucl-th', 'physics.data-an']",1
"['cs.CE', 'nlin.AO']",2
"['cs.CR', 'hep-th']",1
"['physics.bio-ph', 'quant-ph']",1
"['q-fin.TR', 'stat.CO']",1
"['eess.SY', 'nlin.AO']",1
"['cs.CC', 'math.PR']",29
"['stat.AP', 'stat.CO']",34
"['cs.HC', 'q-bio.TO']",3
"['cs.GR', 'physics.flu-dyn']",5
"['econ.GN', 'physics.app-ph']",1
"['cs.NE', 'cs.SE']",20
"['cs.AR', 'physics.app-ph']",6
"['cs.CV', 'q-bio.SC']",2
"['cs.NI', 'stat.AP']",3
"['cs.GT', 'q-fin.CP']",7
"['cond-mat.soft', 'eess.SP']",1
"['cs.PF', 'cs.SC']",1
"['physics.class-ph', 'q-bio.NC']",1
"['cs.LG', 'cs.MM']",277
"['cs.LG', 'math.AP']",70
"['cs.SE', 'stat.ME']",3
"['eess.SP', 'physics.optics']",10
"['cs.HC', 'cs.MA']",24
"['astro-ph.GA', 'cs.AI']",9
"['cs.CG', 'cs.CR']",4
"['math.AT', 'math.LO']",2
"['hep-th', 'math.AG']",6
"['nucl-ex', 'physics.ins-det']",4
"['math.DG', 'physics.optics']",1
"['econ.GN', 'stat.ML']",3
"['cs.LG', 'cs.SI']",685
"['eess.IV', 'eess.SY']",19
"['cs.CE', 'q-bio.QM']",19
"['cs.DL', 'cs.GL']",2
"['cs.SD', 'cs.SE']",3
"['math.AC', 'math.RA']",2
"['physics.atom-ph', 'quant-ph']",3
"['cond-mat.stat-mech', 'cs.DM']",2
"['cs.GT', 'nlin.CG']",4
"['cs.LO', 'cs.NI']",4
"['cond-mat.other', 'physics.chem-ph']",1
"['cond-mat.supr-con', 'cs.AI']",1
"['cs.PL', 'eess.SY']",3
"['cs.LG', 'math.CT']",11
"['cs.LG', 'hep-lat']",23
"['cs.DC', 'cs.NE']",19
"['astro-ph.CO', 'cs.AI']",9
"['cs.AR', 'eess.SY']",38
"['math.AG', 'math.NT']",8
"['math.CT', 'math.ST']",6
"['astro-ph.IM', 'cs.PL']",1
"['physics.plasm-ph', 'physics.space-ph']",4
"['math.OC', 'nlin.PS']",1
"['cond-mat.dis-nn', 'math.RT']",1
"['nlin.AO', 'q-bio.QM']",2
"['astro-ph.EP', 'stat.ML']",2
"['cs.DB', 'cs.LG']",232
"['cs.DS', 'quant-ph']",134
"['cs.SI', 'q-fin.ST']",8
"['cs.FL', 'math.GR']",15
"['math.ST', 'stat.CO']",20
"['cs.DM', 'cs.LO']",44
"['cs.DC', 'q-bio.QM']",5
"['cond-mat.str-el', 'physics.chem-ph']",1
"['cs.GR', 'cs.GT']",2
"['cs.DL', 'cs.NI']",3
"['cs.AI', 'cs.FL']",59
"['cs.AI', 'math.AP']",11
"['cs.DC', 'cs.OS']",27
"['q-bio.GN', 'q-bio.PE']",2
"['cs.HC', 'physics.data-an']",3
"['cs.MS', 'math.PR']",4
"['cs.PF', 'math.PR']",22
"['cs.ET', 'physics.comp-ph']",3
"['math.AT', 'math.KT']",2
"['math.NA', 'physics.plasm-ph']",1
"['math.AP', 'math.DG']",1
"['cs.NE', 'hep-th']",1
"['cs.CR', 'q-bio.BM']",1
"['cs.AI', 'q-bio.NC']",189
"['cs.LO', 'cs.PL']",185
"['cs.AI', 'physics.soc-ph']",32
"['math.AP', 'math.NA']",26
"['econ.EM', 'q-fin.PM']",2
"['cs.IR', 'eess.SY']",7
"['cs.SC', 'math.CO']",16
"['econ.EM', 'stat.ME']",50
"['physics.comp-ph', 'q-bio.TO']",1
"['math.DS', 'stat.ME']",8
"['cs.CV', 'cs.ET']",12
"['cond-mat.stat-mech', 'math.DS']",5
"['cs.CE', 'physics.soc-ph']",11
"['cond-mat.mes-hall', 'cond-mat.stat-mech']",3
"['cs.OH', 'q-bio.QM']",1
"['econ.GN', 'physics.pop-ph']",1
"['cs.CV', 'physics.space-ph']",2
"['cs.DM', 'cs.FL']",37
"['cs.IT', 'eess.AS']",4
"['physics.data-an', 'q-bio.QM']",9
"['cs.HC', 'stat.AP']",16
"['astro-ph.EP', 'cs.RO']",5
"['cs.SC', 'nlin.CD']",2
"['hep-ph', 'math-ph']",5
"['physics.app-ph', 'physics.data-an']",5
"['cs.NE', 'nlin.CG']",5
"['math.CO', 'stat.CO']",2
"['cs.IR', 'q-fin.RM']",1
"['physics.hist-ph', 'physics.soc-ph']",2
"['math.NA', 'physics.app-ph']",6
"['cs.SE', 'q-bio.OT']",1
"['cs.GR', 'physics.pop-ph']",1
"['q-fin.CP', 'stat.ML']",16
"['math.DS', 'stat.ML']",38
"['math.GR', 'math.MG']",3
"['cs.CY', 'cs.DL']",24
"['cs.CV', 'cs.DL']",13
"['cs.PL', 'math.CT']",16
"['cs.NE', 'q-bio.PE']",10
"['gr-qc', 'math.DS']",2
"['nlin.AO', 'q-bio.PE']",4
"['q-bio.MN', 'stat.CO']",1
"['cs.RO', 'physics.space-ph']",1
"['eess.AS', 'physics.ao-ph']",2
"['cs.SC', 'cs.SE']",2
"['cond-mat.soft', 'cs.NE']",1
"['cs.MA', 'quant-ph']",5
"['math.CO', 'math.NT']",34
"['math.OC', 'q-fin.PM']",7
"['cs.AI', 'math.CO']",18
"['cs.DS', 'math.GR']",8
"['cs.IT', 'cs.MM']",6
"['cs.CY', 'cs.GR']",6
"['cond-mat.mtrl-sci', 'math.OC']",3
"['cs.IR', 'econ.TH']",3
"['cs.PF', 'physics.chem-ph']",2
"['astro-ph.IM', 'cs.MS']",2
"['cond-mat.stat-mech', 'physics.optics']",2
"['cs.AI', 'hep-ex']",6
"['physics.med-ph', 'q-bio.TO']",4
"['cs.LG', 'cs.PF']",159
"['cs.DC', 'cs.HC']",11
"['cs.CR', 'cs.DB']",67
"['cs.CY', 'quant-ph']",5
"['astro-ph.EP', 'cs.CE']",2
"['cond-mat.mtrl-sci', 'math.NA']",9
"['cs.CV', 'cs.FL']",4
"['q-fin.PM', 'stat.ML']",7
"['cs.GR', 'cs.SI']",4
"['q-bio.BM', 'stat.AP']",4
"['cs.LO', 'q-bio.PE']",2
"['cs.MS', 'econ.EM']",2
"['eess.SP', 'math.DS']",2
"['cs.CR', 'cs.NE']",26
"['cond-mat.dis-nn', 'cs.CV']",6
"['math.ST', 'stat.AP']",21
"['cs.DM', 'math.NT']",14
"['cs.SI', 'physics.data-an']",44
"['physics.comp-ph', 'physics.soc-ph']",2
"['cond-mat.stat-mech', 'q-fin.TR']",2
"['cs.DS', 'math.AG']",5
"['eess.SY', 'physics.chem-ph']",2
"['cs.ET', 'q-bio.MN']",2
"['cs.DC', 'physics.app-ph']",2
"['cond-mat.dis-nn', 'q-bio.GN']",1
"['hep-lat', 'hep-th']",4
"['cs.DS', 'math.ST']",85
"['cs.DC', 'cs.GT']",36
"['cs.NE', 'math.PR']",13
"['cs.CE', 'stat.ML']",17
"['cs.MS', 'stat.AP']",6
"['cs.NE', 'physics.optics']",18
"['hep-ph', 'math.GR']",4
"['math.DS', 'math.NT']",3
"['cs.CC', 'cs.DC']",10
"['eess.AS', 'physics.pop-ph']",1
"['physics.ed-ph', 'quant-ph']",2
"['math.GR', 'math.HO']",1
"['eess.IV', 'physics.space-ph']",2
"['cs.CE', 'q-fin.PM']",19
"['cs.LG', 'nlin.CD']",51
"['cs.CY', 'cs.MA']",47
"['cs.SI', 'math.GT']",1
"['cs.CY', 'q-fin.ST']",2
"['cs.LG', 'math.DG']",35
"['math.NA', 'physics.bio-ph']",1
"['cs.NE', 'stat.AP']",5
"['math.DS', 'math.GR']",7
"['cs.CG', 'cs.SC']",3
"['cs.DB', 'q-bio.QM']",8
"['cs.CC', 'eess.SY']",5
"['math.MG', 'q-fin.CP']",1
"['cs.AI', 'cs.MS']",7
"['math.AG', 'math.CA']",2
"['cs.IR', 'physics.geo-ph']",1
"['physics.bio-ph', 'q-bio.TO']",2
"['math.DS', 'physics.class-ph']",5
"['q-fin.RM', 'stat.ME']",1
"['eess.IV', 'math.DG']",1
"['astro-ph.IM', 'math-ph']",3
"['cond-mat.dis-nn', 'cond-mat.other']",1
"['cond-mat.stat-mech', 'cs.CR']",4
"['nucl-th', 'physics.acc-ph']",1
"['cs.RO', 'math.CO']",1
"['cs.CC', 'cs.MS']",1
"['math.OC', 'physics.chem-ph']",1
"['cs.GR', 'physics.ed-ph']",1
"['math-ph', 'math.AP']",7
"['math.OC', 'physics.ao-ph']",3
"['physics.data-an', 'physics.med-ph']",4
"['physics.acc-ph', 'physics.plasm-ph']",6
"['cs.CY', 'cs.OH']",6
"['cs.ET', 'nlin.PS']",1
"['math.QA', 'math.RT']",2
"['cs.DB', 'cs.RO']",2
"['cs.AI', 'physics.plasm-ph']",8
"['cs.MS', 'physics.geo-ph']",1
"['math.AC', 'math.NT']",4
"['q-fin.TR', 'stat.AP']",4
"['cond-mat.dis-nn', 'eess.AS']",1
"['cs.GR', 'hep-th']",1
"['cs.ET', 'cs.IT']",22
"['cs.GT', 'cs.MA']",214
"['cs.AI', 'cs.IT']",204
"['cs.CL', 'cs.LO']",43
"['cs.DS', 'cs.MS']",7
"['eess.SP', 'q-bio.TO']",3
"['cond-mat.soft', 'q-bio.PE']",1
"['cs.CE', 'q-fin.PR']",4
"['cond-mat.mtrl-sci', 'physics.bio-ph']",1
"['cs.CY', 'math.HO']",9
"['math.AT', 'math.GT']",4
"['cs.DC', 'math.GN']",1
"['cs.AR', 'eess.AS']",2
"['cs.DS', 'math.NT']",5
"['cs.MA', 'cs.PL']",3
"['cs.ET', 'cs.LO']",4
"['eess.SY', 'math.OC']",311
"['cs.DM', 'math.PR']",101
"['cs.NE', 'cs.SD']",22
"['cs.CG', 'math.AT']",68
"['cs.GR', 'cs.RO']",79
"['math.PR', 'q-fin.TR']",2
"['cs.NE', 'cs.SC']",5
"['q-bio.QM', 'stat.ML']",37
"['cs.DL', 'physics.comp-ph']",1
"['math.CA', 'math.CO']",2
"['cs.SE', 'math.DG']",1
"['cs.CR', 'cs.SD']",63
"['cs.NI', 'quant-ph']",55
"['cs.CE', 'cs.LG']",291
"['cs.CL', 'cs.RO']",119
"['cs.IR', 'cs.SI']",109
"['cs.CE', 'cs.DC']",20
"['cs.MM', 'cs.NE']",9
"['q-bio.NC', 'stat.CO']",3
"['cs.SI', 'math.DS']",27
"['cs.NI', 'math.OC']",24
"['cs.DC', 'cs.PL']",55
"['cs.CY', 'cs.MM']",23
"['math.NA', 'nlin.CD']",2
"['cs.CC', 'math.QA']",6
"['cs.CL', 'cs.DM']",4
"['cs.CV', 'cs.SC']",4
"['eess.SP', 'math.FA']",5
"['cs.IT', 'physics.ao-ph']",1
"['cond-mat.dis-nn', 'cs.IR']",2
"['cond-mat.other', 'physics.app-ph']",2
"['math.AC', 'math.ST']",2
"['math.FA', 'math.MG']",1
"['astro-ph.HE', 'physics.plasm-ph']",1
"['cs.IT', 'math.CO']",195
"['cs.MA', 'eess.SY']",185
"['cs.IR', 'stat.ML']",43
"['cs.MS', 'math.OC']",23
"['cond-mat.mtrl-sci', 'stat.ML']",9
"['cs.CG', 'math.HO']",1
"['cs.PF', 'hep-ex']",1
"['math.GR', 'math.GT']",4
"['math.AT', 'math.RT']",3
"['math.LO', 'quant-ph']",2
"['cs.CL', 'physics.geo-ph']",2
"['cs.CL', 'econ.TH']",2
"['cs.CV', 'cs.MS']",4
"['cs.HC', 'math.ST']",2
"['nlin.AO', 'physics.bio-ph']",2
"['cs.LG', 'eess.IV']",1472
"['cs.AI', 'cs.CR']",854
"['cs.LG', 'eess.AS']",1044
"['cs.CR', 'eess.AS']",66
"['cs.HC', 'q-bio.QM']",14
"['astro-ph.HE', 'astro-ph.IM']",19
"['cs.CL', 'cs.PF']",17
"['cs.CC', 'math.LO']",33
"['cs.CV', 'q-bio.CB']",3
"['cond-mat.other', 'cs.DL']",1
"['physics.ao-ph', 'stat.CO']",1
"['cs.AI', 'q-bio.PE']",18
"['cs.LO', 'stat.OT']",1
"['cond-mat.stat-mech', 'stat.ME']",1
"['cs.OS', 'cs.RO']",1
"['physics.flu-dyn', 'physics.space-ph']",1
"['cs.CL', 'nlin.AO']",1
"['cs.IT', 'stat.ML']",246
"['cs.AI', 'cs.SI']",315
"['cs.NE', 'stat.ML']",91
"['cs.IT', 'physics.soc-ph']",6
"['cs.SD', 'nlin.PS']",1
"['cs.IT', 'hep-th']",16
"['cs.FL', 'cs.NE']",4
"['math.OC', 'nlin.CD']",4
"['cs.MM', 'quant-ph']",1
"['cs.CG', 'cs.PF']",1
"['cs.AI', 'cs.IR']",791
"['math.OC', 'stat.AP']",14
"['cs.IR', 'stat.AP']",13
"['cs.ET', 'eess.SP']",28
"['cs.DC', 'stat.ML']",52
"['q-fin.CP', 'q-fin.GN']",6
"['math.AG', 'stat.ML']",5
"['math.CO', 'math.NA']",7
"['cs.NE', 'physics.soc-ph']",6
"['cs.SC', 'math.CA']",6
"['cs.PF', 'physics.plasm-ph']",1
"['q-bio.OT', 'quant-ph']",1
"['cs.MS', 'physics.data-an']",2
"['cs.GL', 'cs.HC']",1
"['cs.MA', 'econ.GN']",18
"['cs.MA', 'q-fin.TR']",9
"['cs.GR', 'cs.LG']",285
"['physics.chem-ph', 'physics.comp-ph']",52
"['math.CO', 'stat.ML']",17
"['hep-lat', 'hep-ph']",2
"['cs.RO', 'physics.soc-ph']",4
"['eess.AS', 'physics.app-ph']",9
"['cs.AI', 'nlin.CD']",11
"['cs.AI', 'math.KT']",1
"['cond-mat.quant-gas', 'cs.CC']",4
"['cs.CG', 'physics.ins-det']",1
"['math.OC', 'q-bio.QM']",3
"['cs.NE', 'physics.plasm-ph']",1
"['cs.CL', 'cs.NI']",6
"['q-fin.GN', 'stat.AP']",1
"['cs.AI', 'eess.SY']",501
"['cs.AI', 'cs.MA']",528
"['cond-mat.dis-nn', 'stat.ML']",72
"['cs.LG', 'q-bio.BM']",282
"['cs.SD', 'eess.IV']",24
"['cs.CY', 'cs.DC']",45
"['cs.CL', 'econ.GN']",17
"['cs.HC', 'cs.PL']",21
"['hep-ex', 'physics.comp-ph']",8
"['cond-mat.mtrl-sci', 'physics.plasm-ph']",1
"['physics.ao-ph', 'physics.ins-det']",2
"['cs.DM', 'math.DG']",2
"['astro-ph.IM', 'cond-mat.mtrl-sci']",1
"['cs.AR', 'cs.MA']",2
"['hep-th', 'math.OC']",1
"['cs.AR', 'cs.CL']",7
"['cs.DC', 'cs.MM']",7
"['econ.TH', 'q-bio.PE']",2
"['cs.SD', 'eess.SP']",144
"['cs.DM', 'math.CO']",797
"['cs.CL', 'math.CT']",8
"['astro-ph.SR', 'cs.DL']",1
"['eess.AS', 'q-bio.NC']",14
"['physics.chem-ph', 'quant-ph']",9
"['math.CO', 'math.HO']",5
"['q-fin.PM', 'stat.CO']",1
"['math.GN', 'math.LO']",3
"['math.FA', 'q-fin.PM']",1
"['cs.LO', 'math.AC']",2
"['math.RT', 'q-bio.NC']",1
"['econ.TH', 'math.ST']",2
"['cs.OH', 'physics.ins-det']",1
"['astro-ph.GA', 'cs.DS']",1
"['cs.CL', 'q-bio.NC']",37
"['cs.NE', 'math.OC']",65
"['cs.CR', 'cs.DS']",103
"['cs.DM', 'cs.NE']",12
"['cs.FL', 'math.CO']",40
"['cs.DC', 'cs.ET']",19
"['cs.GT', 'eess.SP']",9
"['cond-mat.dis-nn', 'physics.comp-ph']",15
"['cs.DM', 'math-ph']",18
"['cs.PL', 'quant-ph']",30
"['cs.CC', 'math.RA']",7
"['cs.LO', 'math.RA']",13
"['math.CO', 'q-bio.GN']",4
"['cs.LO', 'cs.RO']",21
"['cs.AI', 'math.AT']",16
"['math.CO', 'stat.OT']",1
"['cs.CC', 'math.FA']",3
"['math.FA', 'quant-ph']",6
"['cond-mat.stat-mech', 'cs.ET']",9
"['cs.CC', 'physics.hist-ph']",2
"['eess.AS', 'math.NA']",2
"['cs.SE', 'math.NA']",3
"['cs.AI', 'math.GN']",2
"['cs.CE', 'q-fin.RM']",8
"['math.ST', 'physics.soc-ph']",2
"['cs.AI', 'cs.OS']",7
"['cs.CL', 'cs.SD']",874
"['cs.CL', 'cs.MM']",184
"['cs.HC', 'cs.MM']",102
"['cs.IR', 'cs.SE']",24
"['cs.CY', 'stat.ME']",33
"['cs.MA', 'cs.NE']",30
"['q-fin.CP', 'stat.ME']",1
"['cs.CC', 'math.DS']",10
"['cs.DB', 'hep-lat']",1
"['cond-mat.other', 'cs.AI']",2
"['cs.LG', 'quant-ph']",499
"['cs.CG', 'cs.LG']",63
"['cs.CC', 'math.OA']",4
"['math.OC', 'physics.data-an']",7
"['cs.CE', 'cs.HC']",9
"['cs.CC', 'q-fin.RM']",1
"['math.GT', 'math.LO']",1
"['math.GT', 'math.MG']",2
"['cs.ET', 'eess.AS']",6
"['cs.MA', 'nlin.CG']",2
"['astro-ph.GA', 'cs.CL']",3
"['cs.RO', 'nlin.AO']",3
"['cs.CV', 'cs.LG']",7080
"['cs.AI', 'stat.AP']",89
"['cs.CY', 'cs.SI']",351
"['cs.MM', 'cs.SD']",264
"['cs.CE', 'physics.ao-ph']",10
"['cs.CV', 'physics.optics']",56
"['cond-mat.str-el', 'cs.CE']",2
"['hep-lat', 'quant-ph']",4
"['cs.CC', 'cs.PL']",6
"['cs.LG', 'stat.OT']",18
"['cs.DC', 'cs.GR']",8
"['cs.AI', 'math.RA']",5
"['cs.NE', 'q-fin.CP']",4
"['q-fin.PM', 'q-fin.TR']",11
"['eess.SP', 'math.AG']",1
"['cs.LO', 'q-bio.QM']",1
"['hep-th', 'nlin.CD']",1
"['math.OC', 'physics.flu-dyn']",3
"['cs.CV', 'cs.MA']",26
"['cs.DM', 'cs.GT']",34
"['cs.NI', 'cs.OS']",10
"['eess.SP', 'math.PR']",7
"['physics.soc-ph', 'q-bio.MN']",1
"['cs.GR', 'math.DG']",4
"['cs.SE', 'physics.soc-ph']",4
"['cs.PF', 'stat.AP']",4
"['econ.EM', 'q-fin.CP']",6
"['cs.IT', 'q-fin.ST']",2
"['math.DS', 'q-fin.CP']",2
"['physics.med-ph', 'stat.AP']",1
"['cs.GR', 'cs.IR']",5
"['cs.RO', 'eess.SY']",989
"['astro-ph.IM', 'cs.LG']",168
"['cs.RO', 'eess.IV']",80
"['math.GT', 'stat.ME']",1
"['math.CA', 'stat.ML']",6
"['cs.MS', 'q-bio.QM']",4
"['eess.SP', 'physics.bio-ph']",3
"['cs.NE', 'physics.ao-ph']",2
"['q-fin.CP', 'quant-ph']",6
"['eess.AS', 'physics.data-an']",2
"['physics.ins-det', 'q-bio.QM']",1
"['cs.AI', 'cs.CE']",129
"['cs.FL', 'math.LO']",8
"['cs.DB', 'math.HO']",1
"['cs.FL', 'cs.MA']",6
"['cs.HC', 'math.OC']",2
"['eess.SP', 'physics.app-ph']",10
"['cs.ET', 'cs.RO']",6
"['cs.PL', 'math.LO']",3
"['astro-ph.HE', 'cs.DC']",2
"['cs.CC', 'q-bio.GN']",1
"['cs.CV', 'q-bio.PE']",4
"['cond-mat.str-el', 'cs.CC']",3
"['cs.LG', 'physics.comp-ph']",316
"['cs.FL', 'cs.LG']",45
"['cs.LG', 'physics.app-ph']",41
"['q-fin.CP', 'q-fin.MF']",9
"['cs.CR', 'math.NA']",12
"['physics.flu-dyn', 'physics.geo-ph']",8
"['cs.MA', 'q-bio.CB']",1
"['physics.soc-ph', 'stat.CO']",2
"['cond-mat.dis-nn', 'cs.NE']",24
"['cs.CR', 'math.RA']",6
"['cs.DM', 'eess.SY']",9
"['cs.IT', 'nlin.AO']",3
"['econ.TH', 'q-bio.QM']",1
"['cs.NE', 'eess.SY']",41
"['cond-mat.soft', 'cs.RO']",13
"['cs.SI', 'nlin.AO']",23
"['cs.CC', 'cs.CG']",37
"['math.ST', 'q-fin.ST']",2
"['cond-mat.mes-hall', 'cs.NE']",5
"['cs.IT', 'cs.PL']",3
"['math.NA', 'q-fin.ST']",1
"['cs.FL', 'cs.HC']",2
"['cs.CV', 'cs.LO']",7
"['cond-mat.mtrl-sci', 'cond-mat.str-el']",1
"['cs.DS', 'stat.ME']",8
"['math.MG', 'math.SP']",1
"['nucl-ex', 'physics.acc-ph']",1
"['cs.SI', 'stat.OT']",2
"['cs.CR', 'cs.DM']",11
"['cs.AR', 'eess.SP']",35
"['cs.ET', 'cs.LG']",108
"['math.NA', 'physics.flu-dyn']",37
"['cs.LG', 'q-bio.TO']",19
"['cs.CY', 'cs.PL']",6
"['cs.MA', 'math.ST']",2
"['cond-mat.mtrl-sci', 'physics.optics']",4
"['cs.CR', 'physics.chem-ph']",2
"['cs.SD', 'stat.AP']",6
"['cs.CR', 'math.AC']",4
"['cs.CV', 'math.DS']",4
"['cs.AI', 'math.GR']",2
"['cs.MM', 'q-bio.QM']",2
"['cs.LG', 'stat.AP']",404
"['cs.CL', 'cs.IR']",702
"['q-fin.MF', 'stat.ML']",10
"['cs.CC', 'math.GR']",13
"['math.NT', 'math.RT']",2
"['cs.DL', 'physics.soc-ph']",50
"['physics.acc-ph', 'physics.data-an']",3
"['q-bio.CB', 'q-bio.MN']",1
"['cs.CY', 'math.PR']",3
"['math.AP', 'math.DS']",3
"['cs.AR', 'cs.SD']",2
"['cs.CG', 'cs.MS']",2
"['cs.DS', 'physics.comp-ph']",1
"['cs.CR', 'cs.DC']",274
"['cs.HC', 'cs.NI']",20
"['astro-ph.IM', 'cs.CV']",50
"['cs.CR', 'cs.CY']",252
"['cs.CC', 'cs.CE']",4
"['cs.AI', 'q-bio.GN']",39
"['cs.FL', 'eess.SY']",27
"['cs.DS', 'cs.RO']",10
"['q-fin.CP', 'q-fin.PM']",15
"['q-bio.MN', 'q-bio.QM']",10
"['cs.AI', 'hep-ph']",6
"['cs.DS', 'q-bio.BM']",1
"['math.CT', 'q-bio.PE']",1
"['cs.IT', 'eess.SY']",139
"['cs.AI', 'cs.GR']",210
"['cs.LG', 'math.GR']",13
"['cs.AI', 'q-fin.CP']",40
"['cs.MA', 'physics.soc-ph']",35
"['cs.NE', 'nlin.AO']",13
"['cs.LG', 'math.LO']",10
"['cs.DC', 'cs.SD']",5
"['math.CO', 'physics.soc-ph']",6
"['cs.DC', 'econ.TH']",7
"['astro-ph.IM', 'cs.CE']",1
"['physics.pop-ph', 'quant-ph']",1
"['cs.GT', 'econ.GN']",33
"['cs.MS', 'physics.comp-ph']",9
"['cs.HC', 'cs.SI']",92
"['cs.NE', 'eess.AS']",29
"['cs.NE', 'q-bio.NC']",132
"['math.AP', 'math.OC']",20
"['cs.CC', 'cs.SC']",13
"['physics.data-an', 'stat.ML']",37
"['math.DS', 'physics.soc-ph']",21
"['cs.CL', 'cs.GR']",14
"['math.AT', 'math.PR']",1
"['eess.SY', 'physics.soc-ph']",11
"['math-ph', 'physics.optics']",1
"['cs.LO', 'stat.ML']",9
"['cs.LG', 'math.SG']",2
"['cs.CC', 'cs.CY']",1
"['cs.DL', 'math.HO']",1
"['cs.MA', 'math.AT']",1
"['cs.CV', 'math.AG']",6
"['cs.DC', 'math.AT']",2
"['cs.LG', 'physics.soc-ph']",66
"['cs.CV', 'physics.soc-ph']",5
"['cs.IR', 'q-bio.NC']",2
"['cs.PF', 'physics.comp-ph']",6
"['math.AC', 'math.AG']",18
"['physics.bio-ph', 'physics.flu-dyn']",5
"['cs.OH', 'q-bio.GN']",1
"['cs.DL', 'q-bio.TO']",1
"['cs.IT', 'q-bio.PE']",2
"['cond-mat.mtrl-sci', 'physics.data-an']",8
"['eess.SY', 'math-ph']",2
"['cs.DM', 'cs.MS']",4
"['cs.PF', 'stat.ME']",3
"['cs.FL', 'math-ph']",2
"['cs.CV', 'cs.RO']",1480
"['cs.IR', 'cs.LG']",986
"['math.CO', 'math.GR']",18
"['nlin.PS', 'q-bio.PE']",1
"['astro-ph.CO', 'cs.LG']",54
"['hep-th', 'stat.ML']",10
"['cs.SI', 'econ.TH']",15
"['astro-ph.HE', 'cs.LG']",18
"['cs.AR', 'cs.IT']",16
"['cs.DB', 'eess.SP']",5
"['cond-mat.mes-hall', 'cs.CE']",2
"['cs.LO', 'math.GN']",7
"['cs.AI', 'q-fin.RM']",7
"['cs.CV', 'math.AC']",2
"['astro-ph.IM', 'stat.ME']",3
"['cond-mat.supr-con', 'physics.comp-ph']",1
"['cs.MA', 'math.AP']",1
"['cs.PF', 'math.OC']",12
"['cs.RO', 'math.OC']",181
"['cs.CR', 'math.OC']",55
"['physics.optics', 'quant-ph']",21
"['cs.NE', 'q-bio.QM']",10
"['cs.IT', 'math.RT']",4
"['cs.CG', 'math.CT']",4
"['cs.IT', 'physics.comp-ph']",5
"['math.CA', 'math.OC']",2
"['cs.CE', 'cs.NE']",13
"['physics.soc-ph', 'stat.ME']",8
"['cs.OH', 'cs.RO']",3
"['cs.CV', 'stat.CO']",11
"['cs.CL', 'physics.hist-ph']",3
"['eess.AS', 'physics.bio-ph']",2
"['cs.LO', 'cs.PF']",4
"['physics.comp-ph', 'stat.ML']",25
"['cond-mat.dis-nn', 'cond-mat.stat-mech']",62
"['stat.AP', 'stat.ME']",100
"['cs.ET', 'cs.HC']",12
"['cs.AR', 'cs.PF']",56
"['cs.GR', 'eess.IV']",43
"['cs.CG', 'stat.AP']",2
"['cs.DS', 'cs.SC']",7
"['cs.PF', 'stat.ML']",7
"['math.OC', 'q-fin.CP']",9
"['cs.CC', 'math.ST']",15
"['cs.CE', 'physics.bio-ph']",9
"['cs.MA', 'q-fin.GN']",3
"['cs.CE', 'physics.chem-ph']",11
"['q-bio.GN', 'q-bio.MN']",3
"['cond-mat.dis-nn', 'q-bio.QM']",1
"['cs.LG', 'cs.RO']",1491
"['cs.AR', 'cs.CV']",48
"['econ.EM', 'q-fin.ST']",8
"['hep-lat', 'physics.comp-ph']",3
"['cs.CC', 'cs.CL']",11
"['cond-mat.mtrl-sci', 'physics.app-ph']",17
"['cs.CY', 'eess.AS']",15
"['cs.MS', 'physics.med-ph']",5
"['cs.CV', 'math.AP']",6
"['cs.NE', 'math.ST']",5
"['astro-ph.EP', 'physics.plasm-ph']",2
"['math-ph', 'physics.soc-ph']",4
"['math.DG', 'physics.class-ph']",1
"['nucl-th', 'stat.ML']",1
"['cs.CC', 'math.MG']",3
"['math.OC', 'physics.acc-ph']",1
"['cond-mat.mes-hall', 'cond-mat.other']",1
"['math.OC', 'math.PR']",75
"['cs.LG', 'cs.NI']",467
"['physics.ao-ph', 'stat.AP']",12
"['cs.CR', 'cs.SE']",250
"['cs.GR', 'quant-ph']",2
"['q-bio.BM', 'q-bio.MN']",5
"['math.ST', 'q-bio.GN']",1
"['cs.DC', 'math.PR']",12
"['physics.bio-ph', 'physics.chem-ph']",3
